Minorista,Minorista ID,Fecha_Venta,Region,Estado,Ciudad,Producto,Precio_por_Unidad,Unidades_Vendidas,Total_Ventas,Ganancia_Operativa,Metodo_Venta
Nike Store,1185732,2024-12-17,Andina,Antioquia,Medellín,Calzado deportivo para mujer,342900.0,175,1225000.0,316376.12,Outlet
Nike Store,1185732,2024-12-18,Andina,Antioquia,Medellín,Ropa de hombre,428600.0,175,1531250.0,370883.48,Outlet
Nike Store,1185732,2024-12-29,Andina,Antioquia,Medellín,Calzado deportivo para mujer,428600.0,175,1531250.0,269881.95,Outlet
Nike Store,1185732,2025-03-28,Andina,Cundinamarca,Bogotá D.C.,Calzado urbano para mujer,300000.0,175,1071875.0,240762.78,Outlet
Nike Store,1185732,2025-04-03,Andina,Cundinamarca,Bogotá D.C.,Calzado urbano para mujer,342900.0,175,1225000.0,274820.64,Outlet
Nike Store,1185732,2025-04-06,Andina,Cundinamarca,Bogotá D.C.,Ropa de mujer,428600.0,175,1531250.0,287663.5,Outlet
Nike Store,1185732,2025-05-10,Andina,Cundinamarca,Bogotá D.C.,Calzado deportivo para mujer,385700.0,175,1378125.0,311841.11,Outlet
Nike Store,1185732,2024-03-29,Andina,Antioquia,Envigado,Calzado urbano para mujer,257100.0,175,918750.0,181738.57,In-store
Nike Store,1185732,2024-04-01,Andina,Antioquia,Envigado,Ropa de mujer,342900.0,175,1225000.0,196264.15,In-store
Nike Store,1185732,2024-04-07,Andina,Antioquia,Envigado,Ropa de mujer,342900.0,175,1225000.0,205366.49,In-store
Nike Store,1185732,2024-04-15,Andina,Antioquia,Envigado,Calzado deportivo para hombre,342900.0,175,1225000.0,254290.01,Outlet
Nike Store,1185732,2024-04-16,Andina,Antioquia,Envigado,Calzado urbano para mujer,300000.0,175,1071875.0,176838.01,Outlet
Nike Store,1185732,2024-04-23,Andina,Antioquia,Envigado,Calzado deportivo para mujer,342900.0,175,1225000.0,198632.87,Outlet
Nike Store,1185732,2024-04-29,Andina,Antioquia,Envigado,Calzado deportivo para mujer,300000.0,175,1071875.0,177723.54,Outlet
Nike Store,1185732,2024-05-23,Andina,Antioquia,Envigado,Calzado deportivo para mujer,385700.0,175,1378125.0,265403.77,Outlet
Nike Store,1185732,2024-10-25,Andina,Tolima,Melgar,Calzado urbano para mujer,214300.0,175,765625.0,157334.04,Outlet
Nike Store,1185732,2024-11-18,Andina,Tolima,Melgar,Calzado urbano para mujer,257100.0,175,918750.0,174321.7,Outlet
Nike Store,1185732,2024-11-25,Andina,Tolima,Melgar,Calzado deportivo para mujer,300000.0,175,1071875.0,195292.39,Outlet
Nike Store,1185732,2024-11-26,Andina,Tolima,Melgar,Ropa de hombre,385700.0,175,1378125.0,264284.66,Outlet
Mercado Libre,1185732,2025-03-23,Caribe,Guajira,Maicao,Calzado deportivo para hombre,342900.0,175,1225000.0,186524.59,Outlet
Mercado Libre,1185732,2025-04-05,Caribe,Guajira,Maicao,Calzado urbano para mujer,385700.0,175,1378125.0,352815.58,Outlet
Mercado Libre,1185732,2025-04-12,Caribe,Guajira,Maicao,Calzado deportivo para mujer,385700.0,175,1378125.0,321463.69,Outlet
Mercado Libre,1185732,2025-04-18,Caribe,Guajira,Maicao,Calzado deportivo para mujer,385700.0,175,1378125.0,342152.97,Outlet
Mercado Libre,1185732,2025-05-22,Caribe,Guajira,Maicao,Calzado deportivo para mujer,385700.0,175,1378125.0,236467.51,Outlet
Mercado Libre,1185732,2024-07-21,Amazonía,Vaupés,Mitú,Calzado deportivo para mujer,428600.0,175,1531250.0,280386.02,Outlet
Nike Store,1128299,2024-06-08,Amazonía,Vaupés,Mitú,Ropa de hombre,428600.0,175,1531250.0,384017.58,Outlet
Nike Store,1128299,2024-10-21,Andina,Cundinamarca,Facatativá,Ropa de hombre,385700.0,175,1378125.0,309536.86,In-store
Plaza Sport,1128299,2024-10-21,Pacífica,Chocó,Quibdó,Ropa de hombre,385700.0,175,1378125.0,304118.07,In-store
Plaza Sport,1128299,2024-07-16,Caribe,Bolívar,Cartagena,Ropa de hombre,428600.0,175,1531250.0,259630.3,In-store
Plaza Sport,1128299,2024-09-13,Caribe,Bolívar,Cartagena,Ropa de hombre,385700.0,175,1378125.0,352450.92,In-store
Decathlon,1128299,2024-07-12,Andina,Cundinamarca,Soacha,Ropa de hombre,385700.0,175,1378125.0,248159.03,Online
Mercado Libre,1185732,2024-09-18,Andina,Cundinamarca,Girardot,Calzado deportivo para hombre,385700.0,175,1378125.0,279911.16,Online
Mercado Libre,1185732,2024-09-18,Andina,Cundinamarca,Girardot,Calzado urbano para mujer,342900.0,175,1225000.0,263792.17,Online
Mercado Libre,1185732,2025-03-20,Andina,Cundinamarca,Girardot,Calzado urbano para mujer,385700.0,175,1378125.0,285785.01,Online
Plaza Sport,1197831,2024-07-20,Andina,Huila,Neiva,Calzado deportivo para mujer,171400.0,175,612500.0,147514.53,Online
Plaza Sport,1197831,2024-08-15,Andina,Huila,Neiva,Ropa de hombre,300000.0,175,1071875.0,227326.74,Online
Plaza Sport,1197831,2024-09-16,Andina,Huila,Neiva,Ropa de hombre,342900.0,175,1225000.0,230172.76,Online
Falabella,1197831,2025-03-12,Andina,Quindío,Armenia,Calzado deportivo para mujer,171400.0,175,612500.0,93853.91,Online
Falabella,1197831,2025-03-12,Andina,Quindío,Armenia,Ropa de hombre,257100.0,175,918750.0,149265.64,Online
Nike Store,1185732,2024-06-10,Andina,Quindío,Armenia,Ropa de hombre,428600.0,175,1531250.0,310288.49,Online
Nike Store,1185732,2024-07-11,Andina,Quindío,Armenia,Calzado deportivo para hombre,342900.0,175,1225000.0,190841.42,Online
Nike Store,1185732,2024-07-11,Amazonía,Guaviare,San José del Guaviare,Ropa de hombre,428600.0,175,1531250.0,369080.9,Online
Nike Store,1185732,2024-10-09,Amazonía,Guaviare,San José del Guaviare,Calzado urbano para mujer,385700.0,175,1378125.0,355274.28,Online
Nike Store,1185732,2024-11-08,Amazonía,Guaviare,San José del Guaviare,Calzado deportivo para mujer,300000.0,175,1071875.0,209958.55,Online
Nike Store,1185732,2024-11-08,Amazonía,Guaviare,San José del Guaviare,Ropa de hombre,385700.0,175,1378125.0,228785.72,Online
Nike Store,1185732,2024-12-07,Amazonía,Guaviare,San José del Guaviare,Calzado deportivo para mujer,342900.0,175,1225000.0,247967.52,Online
Nike Store,1185732,2025-01-08,Amazonía,Guaviare,San José del Guaviare,Ropa de hombre,428600.0,175,1531250.0,389052.94,Online
Nike Store,1185732,2025-02-09,Amazonía,Guaviare,San José del Guaviare,Calzado urbano para mujer,300000.0,175,1071875.0,196270.57,Online
Decathlon,1185732,2025-04-10,Amazonía,Guaviare,San José del Guaviare,Calzado deportivo para mujer,385700.0,175,1378125.0,307765.16,Online
Decathlon,1185732,2024-06-07,Amazonía,Guaviare,San José del Guaviare,Ropa de hombre,385700.0,175,1378125.0,271875.96,Online
Decathlon,1185732,2024-07-08,Amazonía,Guaviare,San José del Guaviare,Calzado deportivo para hombre,300000.0,175,1071875.0,178395.44,Online
Decathlon,1185732,2024-07-08,Orinoquía,Vichada,Puerto Carreño,Ropa de hombre,385700.0,175,1378125.0,276074.94,Online
Decathlon,1185732,2024-10-06,Orinoquía,Vichada,Puerto Carreño,Calzado urbano para mujer,342900.0,175,1225000.0,296858.23,In-store
Decathlon,1185732,2024-11-05,Orinoquía,Vichada,Puerto Carreño,Calzado deportivo para mujer,257100.0,175,918750.0,221131.0,In-store
Decathlon,1185732,2024-11-05,Orinoquía,Vichada,Puerto Carreño,Ropa de hombre,342900.0,175,1225000.0,265131.97,In-store
Decathlon,1185732,2024-12-04,Orinoquía,Vichada,Puerto Carreño,Calzado deportivo para mujer,342900.0,175,1225000.0,257385.87,In-store
Decathlon,1185732,2025-01-05,Orinoquía,Vichada,Puerto Carreño,Ropa de hombre,428600.0,175,1531250.0,384729.28,In-store
Decathlon,1185732,2025-02-06,Orinoquía,Vichada,Puerto Carreño,Calzado urbano para mujer,257100.0,175,918750.0,235132.14,In-store
Nike Store,1185732,2025-04-07,Orinoquía,Vichada,Puerto Carreño,Calzado deportivo para mujer,342900.0,175,1225000.0,190947.33,In-store
Nike Store,1185732,2024-08-01,Orinoquía,Casanare,Yopal,Calzado deportivo para hombre,171400.0,175,612500.0,117354.05,In-store
Nike Store,1185732,2024-09-02,Orinoquía,Casanare,Yopal,Calzado deportivo para hombre,171400.0,175,612500.0,141099.28,In-store
Nike Store,1185732,2024-09-02,Orinoquía,Casanare,Yopal,Calzado urbano para mujer,85700.0,175,306250.0,63404.61,In-store
Nike Store,1185732,2024-11-02,Orinoquía,Casanare,Yopal,Calzado deportivo para mujer,214300.0,175,765625.0,148591.57,In-store
Nike Store,1185732,2024-11-02,Orinoquía,Casanare,Yopal,Ropa de hombre,300000.0,175,1071875.0,213611.37,In-store
Nike Store,1185732,2024-12-01,Orinoquía,Casanare,Yopal,Calzado deportivo para mujer,342900.0,175,1225000.0,188896.85,In-store
Nike Store,1185732,2025-01-02,Orinoquía,Casanare,Yopal,Ropa de hombre,428600.0,175,1531250.0,372315.5,In-store
Nike Store,1185732,2025-02-03,Orinoquía,Casanare,Yopal,Calzado urbano para mujer,214300.0,175,765625.0,124888.42,In-store
Plaza Sport,1185732,2024-07-29,Andina,Caldas,Manizales,Calzado deportivo para hombre,171400.0,175,612500.0,95650.09,In-store
Plaza Sport,1185732,2024-09-30,Andina,Caldas,Manizales,Calzado urbano para mujer,300000.0,175,1071875.0,269531.89,In-store
Plaza Sport,1185732,2024-09-30,Andina,Caldas,Manizales,Ropa de hombre,385700.0,175,1378125.0,273973.16,In-store
Plaza Sport,1185732,2024-10-30,Andina,Caldas,Manizales,Calzado deportivo para mujer,214300.0,175,765625.0,152843.23,In-store
Plaza Sport,1185732,2024-10-30,Andina,Caldas,Manizales,Ropa de hombre,300000.0,175,1071875.0,269850.68,In-store
Plaza Sport,1185732,2024-11-28,Andina,Caldas,Manizales,Calzado deportivo para mujer,342900.0,175,1225000.0,220356.35,In-store
Plaza Sport,1185732,2024-12-30,Andina,Caldas,Manizales,Ropa de hombre,428600.0,175,1531250.0,327911.81,In-store
Plaza Sport,1185732,2024-08-05,Orinoquía,Meta,Villavicencio,Ropa de hombre,300000.0,175,1071875.0,172662.16,In-store
Plaza Sport,1185732,2024-10-07,Orinoquía,Meta,Villavicencio,Calzado deportivo para mujer,300000.0,175,1071875.0,249727.27,In-store
Plaza Sport,1185732,2024-11-06,Orinoquía,Meta,Villavicencio,Calzado deportivo para mujer,257100.0,175,918750.0,185271.3,In-store
Plaza Sport,1185732,2024-11-06,Orinoquía,Meta,Villavicencio,Ropa de hombre,342900.0,175,1225000.0,195184.2,In-store
Plaza Sport,1185732,2024-12-05,Orinoquía,Meta,Villavicencio,Calzado deportivo para mujer,385700.0,175,1378125.0,209065.32,In-store
Plaza Sport,1185732,2025-01-06,Orinoquía,Meta,Villavicencio,Ropa de hombre,428600.0,175,1531250.0,368283.23,In-store
Plaza Sport,1185732,2025-02-07,Orinoquía,Meta,Villavicencio,Calzado urbano para mujer,214300.0,175,765625.0,120547.13,In-store
Plaza Sport,1185732,2024-07-16,Andina,Norte de Santander,Cúcuta,Calzado deportivo para mujer,300000.0,175,1071875.0,263372.66,In-store
Plaza Sport,1185732,2024-08-12,Andina,Norte de Santander,Cúcuta,Calzado deportivo para mujer,214300.0,175,765625.0,127256.49,In-store
Plaza Sport,1185732,2024-09-13,Andina,Norte de Santander,Cúcuta,Calzado deportivo para mujer,214300.0,175,765625.0,125506.23,In-store
Plaza Sport,1185732,2025-03-15,Andina,Norte de Santander,Cúcuta,Calzado urbano para mujer,300000.0,175,1071875.0,183285.08,In-store
Plaza Sport,1185732,2025-03-15,Andina,Norte de Santander,Cúcuta,Calzado deportivo para mujer,300000.0,175,1071875.0,228517.98,In-store
Plaza Sport,1185732,2025-03-15,Andina,Norte de Santander,Cúcuta,Ropa de hombre,385700.0,175,1378125.0,252181.2,In-store
Plaza Sport,1185732,2024-07-21,Andina,Norte de Santander,Cúcuta,Calzado urbano para mujer,214300.0,175,765625.0,180196.95,In-store
Plaza Sport,1185732,2024-08-16,Andina,Cundinamarca,Fusagasugá,Calzado urbano para mujer,214300.0,175,765625.0,197401.5,In-store
Plaza Sport,1185732,2024-08-16,Andina,Cundinamarca,Fusagasugá,Ropa de mujer,300000.0,175,1071875.0,228389.59,In-store
Plaza Sport,1185732,2024-10-16,Andina,Cundinamarca,Fusagasugá,Calzado deportivo para hombre,385700.0,175,1378125.0,347125.67,In-store
Nike Store,1185732,2024-11-18,Andina,Cundinamarca,Fusagasugá,Calzado urbano para mujer,342900.0,175,1225000.0,306480.75,In-store
Decathlon,1185732,2024-12-16,Andina,Cundinamarca,Fusagasugá,Ropa de hombre,428600.0,175,1531250.0,360294.13,In-store
Nike Store,1185732,2025-04-19,Andina,Cundinamarca,Fusagasugá,Calzado deportivo para hombre,428600.0,175,1531250.0,254042.81,In-store
Nike Store,1185732,2025-05-18,Andina,Cundinamarca,Fusagasugá,Calzado deportivo para mujer,428600.0,175,1531250.0,296519.2,In-store
Nike Store,1185732,2024-06-15,Andina,Cundinamarca,Fusagasugá,Calzado deportivo para mujer,300000.0,175,1071875.0,225639.78,In-store
Nike Store,1185732,2024-08-09,Caribe,Atlántico,Puerto Colombia,Ropa de hombre,428600.0,175,1531250.0,324030.14,In-store
Falabella,1185732,2024-06-08,Caribe,Atlántico,Puerto Colombia,Ropa de hombre,385700.0,175,1378125.0,229498.27,In-store
Falabella,1185732,2024-07-07,Caribe,Atlántico,Puerto Colombia,Calzado deportivo para hombre,300000.0,175,1071875.0,169154.97,In-store
Falabella,1185732,2024-07-07,Andina,Cundinamarca,Zipaquirá,Ropa de hombre,385700.0,175,1378125.0,343805.02,In-store
Falabella,1185732,2024-09-03,Andina,Cundinamarca,Zipaquirá,Calzado deportivo para hombre,300000.0,175,1071875.0,197148.34,In-store
Falabella,1185732,2024-09-03,Andina,Cundinamarca,Zipaquirá,Calzado urbano para mujer,214300.0,175,765625.0,184686.62,In-store
Falabella,1185732,2025-01-03,Andina,Cundinamarca,Zipaquirá,Ropa de hombre,428600.0,175,1531250.0,266944.75,In-store
Falabella,1185732,2025-02-02,Andina,Cundinamarca,Zipaquirá,Calzado urbano para mujer,342900.0,175,1225000.0,267033.22,In-store
Decathlon,1185732,2025-01-30,Caribe,San Andrés,San Andrés,Calzado deportivo para mujer,385700.0,175,1378125.0,271404.77,In-store
Nike Store,1185732,2024-07-07,Caribe,San Andrés,San Andrés,Calzado urbano para mujer,214300.0,175,765625.0,138371.12,In-store
Nike Store,1185732,2024-08-02,Caribe,Sucre,Corozal,Calzado urbano para mujer,214300.0,175,765625.0,124670.55,In-store
Nike Store,1185732,2024-08-02,Caribe,Sucre,Corozal,Ropa de mujer,300000.0,175,1071875.0,248660.17,In-store
Nike Store,1185732,2024-10-02,Caribe,Sucre,Corozal,Calzado deportivo para hombre,385700.0,175,1378125.0,263808.7,In-store
Nike Store,1185732,2024-10-02,Caribe,Sucre,Corozal,Ropa de hombre,428600.0,175,1531250.0,338667.43,In-store
Decathlon,1185732,2024-08-09,Andina,Bogotá D.C.,Bogotá D.C.,Calzado deportivo para hombre,342900.0,175,1225000.0,197929.88,In-store
Decathlon,1185732,2024-10-09,Andina,Bogotá D.C.,Bogotá D.C.,Calzado deportivo para mujer,385700.0,175,1378125.0,295422.24,In-store
Decathlon,1185732,2025-01-10,Andina,Bogotá D.C.,Bogotá D.C.,Calzado deportivo para mujer,385700.0,175,1378125.0,299191.64,In-store
Mercado Libre,1185732,2024-06-12,Andina,Bogotá D.C.,Bogotá D.C.,Calzado deportivo para mujer,342900.0,175,1225000.0,223447.98,In-store
Mercado Libre,1185732,2024-06-19,Andina,Boyacá,Duitama,Calzado deportivo para mujer,385700.0,175,1378125.0,304194.99,In-store
Mercado Libre,1185732,2024-09-14,Andina,Caldas,Chinchiná,Calzado deportivo para mujer,385700.0,175,1378125.0,256931.75,In-store
Decathlon,1197831,2023-12-19,Andina,Cundinamarca,Bogotá D.C.,Calzado deportivo para mujer,291400.0,175,1041250.0,239472.41,Online
Decathlon,1197831,2023-12-25,Caribe,Atlántico,Soledad,Calzado deportivo para mujer,291400.0,175,1041250.0,229720.93,Online
Éxito,1197831,2024-02-06,Caribe,Atlántico,Soledad,Ropa de hombre,377100.0,175,1347500.0,206363.14,Online
Plaza Sport,1128299,2024-04-02,Caribe,Atlántico,Soledad,Calzado deportivo para mujer,411400.0,175,1470000.0,255581.45,Online
Plaza Sport,1128299,2024-04-12,Pacífica,Valle del Cauca,Cali,Calzado deportivo para hombre,497100.0,175,1776250.0,461627.97,Online
Plaza Sport,1128299,2024-07-14,Pacífica,Valle del Cauca,Cali,Ropa de hombre,505700.0,175,1806875.0,339422.54,Online
Falabella,1189833,2024-09-05,Andina,Antioquia,Bello,Calzado urbano para mujer,420000.0,175,1500625.0,344522.1,Online
Falabella,1189833,2024-09-18,Andina,Antioquia,Bello,Calzado deportivo para mujer,377100.0,175,1347500.0,288872.92,Online
Falabella,1189833,2024-10-12,Andina,Antioquia,Bello,Calzado deportivo para mujer,411400.0,175,1470000.0,342697.34,Online
Decathlon,1197831,2025-01-26,Andina,Antioquia,Medellín,Calzado deportivo para hombre,240000.0,175,857500.0,130774.25,Online
Decathlon,1197831,2025-02-02,Andina,Antioquia,Medellín,Calzado urbano para mujer,205700.0,175,735000.0,178715.07,Online
Plaza Sport,1128299,2023-11-30,Pacífica,Nariño,Tumaco,Calzado urbano para mujer,668600.0,175,2388750.0,401858.33,Online
Nike Store,1185732,2024-01-06,Pacífica,Nariño,Tumaco,Calzado deportivo para mujer,325700.0,175,1163750.0,211451.59,Online
Nike Store,1185732,2024-01-18,Caribe,La Guajira,Riohacha,Calzado deportivo para mujer,308600.0,175,1102500.0,279818.55,Online
Plaza Sport,1185732,2023-09-21,Caribe,La Guajira,Riohacha,Calzado deportivo para mujer,420000.0,175,1500625.0,366036.93,Online
Decathlon,1197831,2025-02-14,Andina,Tolima,Ibagué,Calzado urbano para hombre,437100.0,175,1561875.0,309569.75,Online
Decathlon,1197831,2025-03-06,Andina,Tolima,Ibagué,Calzado urbano para mujer,548600.0,175,1960000.0,429731.25,Online
Éxito,1128299,2025-04-15,Caribe,Atlántico,Barranquilla,Calzado deportivo para hombre,462900.0,175,1653750.0,399614.52,Online
Plaza Sport,1185732,2024-11-06,Andina,Cundinamarca,Chía,Calzado deportivo para hombre,462900.0,175,1653750.0,298427.89,Online
Nike Store,1128299,2025-05-14,Caribe,Bolívar,Cartagena,Ropa de mujer,745700.0,175,2664375.0,659038.54,Online
Nike Store,1128299,2025-05-20,Andina,Santander,Floridablanca,Calzado deportivo para hombre,420000.0,175,1500625.0,323226.09,Online
Falabella,1128299,2025-01-22,Orinoquía,Arauca,Arauca,Calzado urbano para hombre,480000.0,175,1715000.0,317130.1,Online
Decathlon,1128299,2025-01-09,Andina,Cundinamarca,Soacha,Calzado deportivo para hombre,497100.0,175,1776250.0,423448.43,Online
Nike Store,1185732,2025-02-01,Caribe,Sucre,Sincelejo,Ropa de hombre,411400.0,175,1470000.0,231122.99,Online
Decathlon,1185732,2025-01-29,Caribe,Córdoba,Montería,Calzado urbano para mujer,240000.0,175,857500.0,215188.6,Online
Decathlon,1185732,2024-11-01,Caribe,San Andrés,San Andrés,Calzado urbano para hombre,428600.0,175,1531250.0,295629.95,Online
Nike Store,1185732,2025-04-25,Andina,Cundinamarca,Bogotá D.C.,Calzado urbano para hombre,420000.0,175,1500625.0,258821.6,Outlet
Nike Store,1128299,2024-10-21,Andina,Cundinamarca,Facatativá,Calzado urbano para hombre,334300.0,175,1194375.0,290455.24,Outlet
Plaza Sport,1128299,2024-07-16,Pacífica,Chocó,Quibdó,Calzado urbano para hombre,205700.0,175,735000.0,160599.15,Outlet
Plaza Sport,1128299,2025-02-14,Caribe,Bolívar,Cartagena,Calzado urbano para hombre,282900.0,175,1010625.0,215215.97,Outlet
Plaza Sport,1128299,2025-02-14,Caribe,Bolívar,Cartagena,Calzado deportivo para hombre,342900.0,175,1225000.0,317593.44,Outlet
Nike Store,1128299,2024-09-19,Andina,Santander,Floridablanca,Calzado urbano para hombre,342900.0,175,1225000.0,217363.67,Outlet
Nike Store,1128299,2025-03-21,Andina,Santander,Floridablanca,Calzado deportivo para hombre,282900.0,175,1010625.0,181325.14,Outlet
Mercado Libre,1185732,2024-12-06,Andina,Boyacá,Duitama,Ropa de mujer,420000.0,175,1500625.0,322296.56,Outlet
Decathlon,1197831,2023-12-31,Caribe,Atlántico,Soledad,Calzado deportivo para mujer,317100.0,174,1120212.0,185527.26,Online
Plaza Sport,1128299,2024-05-20,Pacífica,Valle del Cauca,Cali,Calzado deportivo para mujer,497100.0,174,1756008.0,445613.85,Online
Falabella,1189833,2024-09-08,Andina,Antioquia,Bello,Ropa de mujer,531400.0,174,1877112.0,341582.62,Online
Falabella,1189833,2024-10-13,Andina,Antioquia,Bello,Ropa de hombre,480000.0,174,1695456.0,370569.53,Online
Falabella,1189833,2024-10-19,Andina,Antioquia,Bello,Ropa de hombre,471400.0,174,1665180.0,294593.97,Online
Decathlon,1197831,2025-02-09,Andina,Antioquia,Medellín,Calzado deportivo para mujer,368600.0,174,1301868.0,245886.51,Online
Plaza Sport,1128299,2023-07-05,Caribe,Atlántico,Sabanalarga,Ropa de mujer,625700.0,174,2210148.0,339518.07,Online
Plaza Sport,1128299,2023-07-07,Caribe,Atlántico,Sabanalarga,Calzado deportivo para hombre,522900.0,174,1846836.0,298213.76,Online
Plaza Sport,1128299,2023-07-18,Caribe,Atlántico,Sabanalarga,Calzado urbano para hombre,480000.0,174,1695456.0,333174.97,Online
Plaza Sport,1128299,2023-12-11,Pacífica,Nariño,Tumaco,Calzado deportivo para hombre,608600.0,174,2149596.0,511892.6,Online
Decathlon,1197831,2024-09-08,Andina,Tolima,Espinal,Calzado deportivo para mujer,308600.0,174,1089936.0,251927.84,Online
Decathlon,1197831,2024-10-07,Andina,Tolima,Espinal,Calzado urbano para mujer,428600.0,174,1513800.0,274447.68,Online
Decathlon,1197831,2025-01-04,Andina,Tolima,Ibagué,Calzado deportivo para hombre,282900.0,174,999108.0,172911.46,Online
Mercado Libre,1185732,2025-05-18,Amazonía,Vaupés,Mitú,Calzado urbano para hombre,591400.0,174,2089044.0,358140.72,Online
Plaza Sport,1128299,2025-05-14,Caribe,Atlántico,Barranquilla,Calzado urbano para mujer,642900.0,174,2270700.0,426870.22,Online
Plaza Sport,1185732,2024-07-09,Caribe,Atlántico,Barranquilla,Calzado urbano para mujer,282900.0,174,999108.0,165492.32,Online
Falabella,1185732,2024-07-11,Amazonía,Amazonas,Leticia,Ropa de mujer,325700.0,174,1150488.0,257972.32,Online
Falabella,1185732,2025-02-06,Amazonía,Amazonas,Leticia,Ropa de mujer,445700.0,174,1574352.0,400236.18,Online
Falabella,1185732,2025-03-10,Amazonía,Amazonas,Leticia,Calzado deportivo para hombre,377100.0,174,1332144.0,304299.3,Online
Nike Store,1185732,2025-05-08,Amazonía,Amazonas,Leticia,Ropa de mujer,480000.0,174,1695456.0,389060.92,Online
Decathlon,1185732,2025-02-11,Andina,Boyacá,Tunja,Calzado deportivo para hombre,317100.0,174,1120212.0,226371.29,Online
Nike Store,1185732,2025-02-15,Andina,Santander,Bucaramanga,Calzado urbano para hombre,274300.0,174,968832.0,166616.5,Online
Plaza Sport,1185732,2024-10-08,Andina,Tolima,Honda,Calzado urbano para hombre,274300.0,174,968832.0,206987.51,Online
Plaza Sport,1128299,2025-04-15,Caribe,Bolívar,Cartagena,Ropa de mujer,694300.0,174,2452356.0,447069.93,Online
Nike Store,1197831,2024-07-03,Caribe,Bolívar,Cartagena,Calzado deportivo para hombre,274300.0,174,968832.0,223385.29,Online
Plaza Sport,1197831,2024-10-31,Amazonía,Caquetá,Florencia,Calzado urbano para mujer,402900.0,174,1422972.0,335753.21,Online
Éxito,1197831,2024-09-16,Pacífica,Nariño,Pasto,Calzado urbano para hombre,197100.0,174,696348.0,158798.82,Online
Decathlon,1197831,2025-03-17,Andina,Antioquia,Medellín,Calzado deportivo para mujer,505700.0,173,1765811.0,304372.41,Online
Falabella,1189833,2024-06-07,Amazonía,Guainía,Inírida,Calzado urbano para hombre,274300.0,173,957728.0,237241.84,Online
Falabella,1189833,2024-07-26,Amazonía,Guainía,Inírida,Calzado deportivo para hombre,360000.0,173,1257018.0,303515.28,Online
Decathlon,1197831,2024-09-29,Andina,Tolima,Espinal,Calzado urbano para hombre,282900.0,173,987657.0,201623.69,Online
Decathlon,1197831,2025-01-23,Andina,Tolima,Ibagué,Calzado urbano para mujer,128600.0,173,448935.0,115083.32,Online
Decathlon,1197831,2025-02-05,Andina,Tolima,Ibagué,Calzado deportivo para mujer,377100.0,173,1316876.0,249293.48,Online
Mercado Libre,1185732,2024-07-21,Amazonía,Vaupés,Mitú,Calzado urbano para hombre,437100.0,173,1526379.0,377765.7,Online
Éxito,1128299,2024-10-14,Caribe,Atlántico,Barranquilla,Ropa de mujer,574300.0,173,2005243.0,380067.56,Online
Decathlon,1185732,2024-12-11,Andina,Boyacá,Tunja,Calzado urbano para mujer,394300.0,173,1376734.0,227450.63,Online
Decathlon,1185732,2025-02-11,Andina,Boyacá,Tunja,Ropa de mujer,411400.0,173,1436592.0,312373.63,Online
Plaza Sport,1185732,2025-03-09,Andina,Tolima,Honda,Calzado urbano para hombre,240000.0,173,838012.0,185680.71,Online
Plaza Sport,1128299,2025-04-22,Pacífica,Chocó,Quibdó,Calzado urbano para hombre,377100.0,173,1316876.0,257504.59,Online
Plaza Sport,1128299,2025-05-21,Pacífica,Chocó,Quibdó,Ropa de mujer,660000.0,173,2304533.0,375619.38,Online
Decathlon,1197831,2025-03-02,Amazonía,Caquetá,Florencia,Calzado deportivo para hombre,317100.0,173,1107373.0,208553.38,Online
Decathlon,1128299,2024-12-08,Andina,Cundinamarca,Soacha,Calzado deportivo para hombre,437100.0,173,1526379.0,294108.24,Online
Decathlon,1128299,2025-04-11,Andina,Cundinamarca,Soacha,Calzado deportivo para hombre,497100.0,173,1735882.0,431233.33,Online
Decathlon,1185732,2024-06-04,Caribe,Sucre,Sincelejo,Calzado deportivo para mujer,248600.0,173,867941.0,159757.59,Online
Mercado Libre,1185732,2024-06-11,Caribe,Córdoba,Montería,Ropa de mujer,274300.0,173,957728.0,234696.63,Online
Mercado Libre,1185732,2024-12-05,Andina,Risaralda,Pereira,Calzado urbano para mujer,437100.0,173,1526379.0,294717.86,Online
Mercado Libre,1185732,2025-02-05,Andina,Risaralda,Pereira,Calzado deportivo para hombre,402900.0,173,1406663.0,267615.14,Online
Mercado Libre,1185732,2024-10-13,Andina,Caldas,Chinchiná,Calzado urbano para hombre,548600.0,173,1915456.0,425216.07,Online
Nike Store,1185732,2024-07-21,Andina,Caldas,Chinchiná,Calzado urbano para hombre,445700.0,173,1556308.0,263351.83,Online
Plaza Sport,1128299,2024-04-03,Pacífica,Valle del Cauca,Cali,Ropa de hombre,325700.0,173,1137302.0,284442.08,Outlet
Falabella,1189833,2024-09-06,Andina,Antioquia,Bello,Calzado deportivo para mujer,265700.0,173,927799.0,141828.26,Outlet
Plaza Sport,1128299,2023-06-06,Caribe,Atlántico,Sabanalarga,Calzado urbano para hombre,231400.0,173,808083.0,156783.4,Outlet
Decathlon,1197831,2025-02-15,Andina,Tolima,Ibagué,Calzado deportivo para hombre,308600.0,173,1077444.0,270975.85,Outlet
Decathlon,1197831,2025-02-21,Andina,Tolima,Ibagué,Calzado deportivo para hombre,197100.0,173,688367.0,134532.47,Outlet
Éxito,1128299,2024-10-14,Caribe,Atlántico,Barranquilla,Ropa de mujer,411400.0,173,1436592.0,262449.94,Outlet
